"","WEATHER_CONDITION","CRASH_HOUR","LATITUDE","LONGITUDE"
"4105","CLEAR",19,41.876803477,-87.752225014
"4106","CLEAR",12,41.985460582,-87.655097228
"4107","RAIN",8,41.758151093,-87.623225272
"4108","CLEAR",14,41.945161239,-87.825739844
"4109","CLEAR",7,41.69674183,-87.720402252
"4110","CLEAR",23,41.747027435,-87.655924429
"4111","CLEAR",18,41.880495055,-87.735976572
"4112","CLEAR",3,41.866720691,-87.686162771
"4113","CLEAR",16,41.88056088,-87.745426843
"4114","CLEAR",16,41.932950787,-87.645010803
"4115","CLEAR",13,41.937988056,-87.749734227
"4116","CLEAR",7,41.903648817,-87.640463219
"4117","CLEAR",16,42.016023607,-87.6744634
"4118","CLEAR",11,41.924696904,-87.697471842
"4119","CLEAR",1,41.890862238,-87.631253331
"4120","CLEAR",21,41.891678757,-87.621057402
"4121","CLEAR",0,41.958310522,-87.656536707
"4122","CLEAR",13,41.830657455,-87.644825643
"4123","RAIN",0,41.798298776,-87.596762922
"4124","CLEAR",20,41.909266752,-87.641104998
"4125","CLEAR",14,41.965574118,-87.652521908
"4126","CLEAR",13,41.706267567,-87.682303089
"4127","CLEAR",17,41.774694542,-87.742013301
"4128","CLEAR",8,41.794778764,-87.623828038
"4129","CLEAR",18,41.902861098,-87.716989875
"4130","CLEAR",1,41.894896579,-87.765543258
"4131","CLEAR",14,41.809082437,-87.631030874
"4132","CLEAR",12,41.936448011,-87.649290752
"4133","SNOW",18,41.941966832,-87.779286562
"4134","CLEAR",5,41.881596057,-87.664506575
"4135","CLEAR",16,41.869045088,-87.676461034
"4136","CLEAR",5,41.756541754,-87.609146439
"4137","CLEAR",13,41.972213557,-87.6596091
"4138","CLEAR",0,41.765851947,-87.587503161
"4139","CLEAR",13,41.779332203,-87.686155912
"4140","CLEAR",19,41.721514969,-87.624610166
"4141","CLEAR",13,41.818051377,-87.631397758
"4142","RAIN",9,41.908927582,-87.692233415
"4143","CLEAR",0,41.785679641,-87.608682307
"4144","CLEAR",14,41.874060108,-87.668384741
"4145","RAIN",0,41.77720828,-87.605712662
"4146","CLEAR",16,41.771691366,-87.708763144
"4147","CLEAR",21,41.77894575,-87.703283119
"4148","CLEAR",16,41.908847925,-87.76938228
"4149","CLEAR",1,41.867446112,-87.618904488
"4150","CLEAR",16,41.932215673,-87.695770096
"4151","CLEAR",12,41.878138181,-87.637064995
"4152","CLEAR",11,41.885638274,-87.627858695
"4153","CLEAR",9,41.88329092,-87.639784759
"4154","CLEAR",18,41.742049335,-87.605123151
"4155","CLEAR",12,41.882754629,-87.624535277
"4156","CLEAR",16,41.706280844,-87.679884089
"4157","CLEAR",14,41.707366572,-87.655954024
"4158","CLEAR",17,41.954624198,-87.698406297
"4159","RAIN",18,41.70262669,-87.536014724
"4160","CLEAR",9,41.786437175,-87.683975246
"4161","CLEAR",18,41.880848988,-87.724826244
"4162","CLEAR",8,41.947692193,-87.777378683
"4163","CLEAR",5,41.958986951,-87.933993929
"4164","CLEAR",17,41.925422392,-87.653760569
"4165","CLEAR",8,41.792530531,-87.778097644
"4166","CLEAR",8,41.731676459,-87.554207134
"4167","CLEAR",15,41.822544827,-87.701265812
"4168","RAIN",8,41.852392521,-87.668655098
"4169","CLEAR",23,41.893037196,-87.637004223
"4170","CLEAR",20,41.866045761,-87.726324958
"4171","CLEAR",15,41.887658904,-87.686445867
"4172","CLEAR",14,41.851321563,-87.633594249
"4173","CLEAR",12,41.917444659,-87.689791778
"4174","CLEAR",18,41.895456457,-87.726230541
"4175","CLEAR",7,41.909283011,-87.685826648
"4176","CLEAR",16,41.72671701,-87.632716691
"4177","CLEAR",16,41.924469207,-87.735489552
"4178","CLEAR",22,41.922778449,-87.726345827
"4179","CLEAR",23,41.663397444,-87.63757089
"4180","CLEAR",23,41.877822796,-87.749174723
"4181","CLEAR",17,41.690573697,-87.700639346
"4182","RAIN",21,41.892396602,-87.624030353
"4183","CLEAR",22,41.830917284,-87.624888142
"4184","CLEAR",15,41.736586782,-87.625599335
"4185","CLEAR",21,41.994239663,-87.687550708
"4186","CLEAR",14,41.834451194,-87.63537694
"4187","CLEAR",9,42.011889456,-87.780600203
"4188","CLEAR",16,41.834745402,-87.670314677
"4189","CLEAR",3,41.755221363,-87.602999837
"4190","CLEAR",17,41.892501167,-87.628242738
"4191","CLEAR",0,41.8374094,-87.675589616
"4192","CLEAR",16,41.940529919,-87.700194926
"4193","CLEAR",12,41.789329323,-87.741645644
"4194","CLEAR",15,41.793069726,-87.742164636
"4195","CLEAR",12,41.953195425,-87.756933143
"4196","CLEAR",16,41.925357358,-87.661388544
"4197","CLEAR",14,41.68617986,-87.633871285
"4198","RAIN",17,41.917335914,-87.701988123
"4199","CLEAR",20,41.924906084,-87.698576337
"4200","CLEAR",7,41.786437175,-87.683975246
"4201","RAIN",12,41.742954814,-87.631878073
"4202","CLEAR",19,41.952733628,-87.790794549
"4203","RAIN",9,41.900004003,-87.769369085
"4204","CLEAR",15,41.869855597,-87.640270308
"4205","CLEAR",11,42.005838404,-87.673384257
"4206","CLEAR",9,41.854337215,-87.662558768
"4207","CLEAR",10,41.800706444,-87.704099361
"4208","RAIN",17,41.884187809,-87.703604554
"4209","CLEAR",12,41.975847412,-87.709603558
"4210","CLEAR",5,41.852991503,-87.635543855
"4211","CLEAR",15,41.780115723,-87.616316547
"4212","CLEAR",14,41.973647279,-87.843075996
"4213","CLEAR",16,41.997523083,-87.807740796
"4214","OTHER",7,41.877622767,-87.617559838
"4215","RAIN",23,41.981596083,-87.817000645
"4216","CLEAR",0,41.896804972,-87.617027423
"4217","CLEAR",16,41.895722409,-87.618529476
"4218","CLEAR",15,41.985638421,-87.655094323
"4219","CLEAR",13,41.794085764,-87.631669492
"4220","CLEAR",8,41.826040017,-87.6849674
"4221","CLEAR",15,41.663905809,-87.620121983
"4222","CLEAR",12,41.930852329,-87.685670924
"4223","CLEAR",5,41.757338952,-87.561805344
"4224","CLEAR",6,41.77336022,-87.576345489
"4225","RAIN",13,41.742889586,-87.682826639
"4226","CLEAR",17,41.927427092,-87.785733628
"4227","CLEAR",0,41.795757165,-87.664781391
"4228","CLEAR",7,41.798194497,-87.585630736
"4229","CLEAR",11,41.808472282,-87.667333129
"4230","CLEAR",12,41.880549468,-87.633869427
"4231","CLEAR",7,41.736358013,-87.624015058
"4232","SNOW",20,41.857530859,-87.644928607
"4233","CLEAR",3,41.786258738,-87.64874692
"4234","CLEAR",14,41.787058888,-87.635868143
"4235","CLEAR",17,41.666112991,-87.55900308
"4236","CLEAR",17,41.863169088,-87.70188139
"4237","CLEAR",1,41.844127203,-87.725699658
"4238","CLEAR",0,41.806428382,-87.67448825
"4239","CLEAR",0,41.881478168,-87.774556223
"4240","CLEAR",18,41.937815813,-87.668741407
"4241","CLEAR",5,41.811766271,-87.705480449
"4242","CLEAR",15,41.930496532,-87.709511324
"4243","CLEAR",16,41.950840315,-87.673566837
"4244","CLEAR",0,41.924942004,-87.687496402
"4245","CLEAR",10,41.954065544,-87.702045083
"4246","RAIN",6,41.779859679,-87.644852782
"4247","CLEAR",19,41.924935944,-87.687790255
"4248","RAIN",16,41.823685346,-87.621746601
"4249","CLEAR",14,41.743733622,-87.626362757
"4250","CLEAR",20,41.874253353,-87.632760082
"4251","CLEAR",7,41.874416945,-87.720546199
"4252","CLEAR",19,41.953290986,-87.767144584
"4253","CLEAR",19,41.775451187,-87.701764541
"4254","CLEAR",12,41.931247215,-87.676736789
"4255","CLEAR",0,41.764272822,-87.595491885
"4256","CLEAR",13,41.766004968,-87.573990745
"4257","CLEAR",18,41.97621397,-87.659761783
"4258","CLEAR",22,41.927947483,-87.641725773
"4259","CLEAR",5,41.800945884,-87.684070573
"4260","CLEAR",8,41.885834497,-87.636966135
"4261","CLEAR",12,41.990362917,-87.674547476
"4262","CLEAR",12,41.976471207,-87.657276812
"4263","CLEAR",8,41.932497306,-87.669675896
"4264","CLEAR",2,41.872798869,-87.62433781
"4265","CLEAR",16,41.856129865,-87.66383571
"4266","CLEAR",17,41.790115921,-87.586831374
"4267","CLEAR",11,41.885147996,-87.746526974
"4268","CLOUDY/OVERCAST",15,41.890822938,-87.702093055
"4269","CLEAR",18,41.928669021,-87.673779205
"4270","CLEAR",6,41.920924088,-87.727570646
"4271","CLEAR",15,41.811519655,-87.664900137
"4272","CLEAR",23,41.682186907,-87.622646459
"4273","CLEAR",15,41.753193682,-87.702637575
"4274","CLEAR",18,41.771884028,-87.683588402
"4275","CLOUDY/OVERCAST",6,41.76839298,-87.673770056
"4276","CLEAR",19,41.742924738,-87.682745538
"4277","CLEAR",8,41.982074556,-87.787604479
"4278","CLEAR",13,41.976350524,-87.692509795
"4279","CLEAR",14,41.807788769,-87.723730332
"4280","CLEAR",7,41.884100526,-87.69748656
"4281","SLEET/HAIL",8,41.859076519,-87.616853841
"4282","CLEAR",18,41.887041951,-87.629870314
"4283","CLEAR",7,41.844754858,-87.67550075
"4284","CLEAR",21,41.891133171,-87.619160207
"4285","CLEAR",12,41.985080565,-87.669712604
"4286","CLEAR",0,41.93198737,-87.696594262
"4287","CLEAR",15,41.921352635,-87.673667189
"4288","CLEAR",16,41.763269984,-87.682026424
"4289","CLEAR",10,41.884495055,-87.636642829
"4290","CLEAR",17,41.952380283,-87.804677867
"4291","CLEAR",15,41.966848451,-87.688998404
"4292","CLEAR",12,41.866288995,-87.710687846
"4293","CLEAR",8,41.896433611,-87.651812057
"4294","CLEAR",8,41.877114524,-87.624729085
"4295","CLEAR",6,41.876089738,-87.696217119
"4296","CLEAR",12,41.865896185,-87.752146215
"4297","CLEAR",3,41.782454914,-87.800974346
"4298","CLEAR",19,41.753376648,-87.572505788
"4299","CLEAR",22,41.736460683,-87.614379908
"4300","CLEAR",13,41.997463981,-87.787610243
"4301","CLEAR",13,41.920593784,-87.702180392
"4302","CLEAR",18,41.88624871,-87.654639059
"4303","CLEAR",1,41.660283894,-87.58866624
"4304","SNOW",11,41.756403093,-87.624576516
"4305","CLEAR",9,41.750495476,-87.646525114
"4306","CLEAR",8,41.725624783,-87.604417019
"4307","CLEAR",9,41.896568039,-87.765309183
"4308","CLEAR",17,41.715223933,-87.642983674
"4309","CLOUDY/OVERCAST",6,41.893874492,-87.683611803
"4310","RAIN",13,41.773545636,-87.577666751
"4311","CLEAR",22,41.984650919,-87.825151048
"4312","CLEAR",18,41.704942347,-87.61385206
"4313","CLEAR",12,41.864561738,-87.702378248
"4314","CLEAR",15,41.686256604,-87.699460852
"4315","CLEAR",7,41.968111787,-87.729867883
"4316","CLEAR",15,41.972508237,-87.806933535
"4317","CLEAR",21,41.687573842,-87.603379355
"4318","CLEAR",19,41.809822759,-87.592048094
"4319","CLOUDY/OVERCAST",15,41.841114992,-87.685132035
"4320","FREEZING RAIN/DRIZZLE",15,41.826566324,-87.685070176
"4321","CLEAR",6,41.934151762,-87.678327727
"4322","RAIN",19,41.834590351,-87.670349689
"4323","CLEAR",14,41.872014973,-87.696197645
"4324","CLEAR",8,41.821293992,-87.723869366
"4325","CLEAR",11,41.688332294,-87.538585756
"4326","CLEAR",11,41.974695738,-87.699034649
"4327","CLEAR",10,41.777092395,-87.60600378
"4328","CLEAR",13,41.909505148,-87.746959936
"4329","CLEAR",12,41.856657178,-87.638753345
"4330","CLEAR",14,41.761527268,-87.653962051
"4331","SNOW",2,41.958524727,-87.649964603
"4332","SNOW",13,41.77833539,-87.742436494
"4333","CLEAR",17,41.792313126,-87.777997697
"4334","CLEAR",14,41.900581212,-87.750405613
"4335","CLEAR",16,41.825882585,-87.600971854
"4336","CLEAR",17,41.766501374,-87.606670989
"4337","CLOUDY/OVERCAST",16,41.908936387,-87.805602745
"4338","RAIN",6,41.822837287,-87.68958051
"4339","CLEAR",14,41.887314187,-87.755369443
"4340","CLEAR",17,41.953890894,-87.691700851
"4341","CLEAR",22,41.877459779,-87.6843508
"4342","CLEAR",9,41.866945549,-87.653103556
"4343","CLEAR",0,41.796709224,-87.588587595
"4344","CLEAR",10,41.963180707,-87.677863341
"4345","CLEAR",11,41.8805306,-87.732901048
"4346","CLEAR",3,41.756825218,-87.593194911
"4347","CLEAR",19,41.768731045,-87.659129489
"4348","CLEAR",18,41.883710652,-87.71568761
"4349","CLEAR",6,41.706752855,-87.648774419
"4350","CLEAR",14,41.766708027,-87.659155664
"4351","CLEAR",11,41.786800048,-87.606198972
"4352","CLEAR",16,41.909892338,-87.716052979
"4353","CLEAR",6,41.88391207,-87.696216248
"4354","CLOUDY/OVERCAST",22,41.85759725,-87.644929773
"4355","CLEAR",17,41.912241506,-87.687330616
"4356","CLEAR",16,41.867618701,-87.618751701
"4357","CLEAR",14,41.834089353,-87.618036598
"4358","CLEAR",17,41.825052349,-87.605893389
"4359","CLEAR",16,41.930988756,-87.710785168
"4360","CLEAR",14,41.906258871,-87.726353476
"4361","CLEAR",20,41.9908018,-87.660836793
"4362","CLEAR",16,41.746971072,-87.599148937
"4363","CLEAR",15,41.751517916,-87.66361232
"4364","CLEAR",16,41.682241675,-87.672784988
"4365","CLEAR",13,41.792056479,-87.801058993
"4366","CLEAR",9,41.892404189,-87.631292419
"4367","CLEAR",18,41.889978059,-87.757720051
"4368","CLEAR",21,42.008038447,-87.664817119
"4369","RAIN",1,41.807686168,-87.731068112
"4370","CLEAR",23,41.859836153,-87.722403302
"4371","CLEAR",9,41.757188668,-87.574398281
"4372","CLEAR",16,41.750467725,-87.663413071
"4373","CLEAR",7,41.968494976,-87.713219442
"4374","CLEAR",7,41.82644112,-87.68477339
"4375","CLOUDY/OVERCAST",11,41.896569855,-87.752115562
"4376","RAIN",9,41.900482176,-87.628389125
"4377","CLEAR",13,41.898385004,-87.754606325
"4378","RAIN",17,41.942572825,-87.670512932
"4379","CLEAR",15,41.739853346,-87.626222723
"4380","CLEAR",9,41.873803355,-87.705340022
"4381","CLEAR",21,41.910806819,-87.663104934
"4382","CLEAR",18,41.867304718,-87.643973881
"4383","CLEAR",6,41.900958919,-87.619928174
"4384","CLEAR",22,41.983886041,-87.655342351
"4385","CLEAR",18,41.765858036,-87.595988427
"4386","CLEAR",23,41.943223984,-87.75138244
"4387","CLEAR",12,41.971794927,-87.727982609
"4388","SNOW",14,41.943066036,-87.681774897
"4389","CLEAR",16,41.670806414,-87.620438255
"4390","RAIN",11,41.938702707,-87.765052646
"4391","CLEAR",13,41.9283984,-87.692718343
"4392","CLEAR",12,41.939086253,-87.724072996
"4393","CLEAR",16,41.998608767,-87.800035063
"4394","CLEAR",15,41.678024616,-87.616742291
"4395","CLEAR",3,41.758525504,-87.614719648
"4396","CLEAR",19,41.991529294,-87.754069116
"4397","SNOW",6,41.968383013,-87.806795709
"4398","CLEAR",16,42.012709937,-87.6640336
"4399","CLEAR",13,41.867413243,-87.744946192
"4400","CLEAR",1,41.678102205,-87.64206384
"4401","RAIN",15,41.999482711,-87.811156143
"4402","CLEAR",20,41.971567317,-87.659807428
"4403","CLEAR",18,41.867248062,-87.647899621
"4404","CLEAR",23,41.886373231,-87.701234307
"4405","CLEAR",21,41.874272298,-87.735390241
"4406","CLEAR",12,41.899883727,-87.627265985
"4407","CLEAR",17,41.721766282,-87.628948781
"4408","CLEAR",9,41.970097379,-87.789636912
"4409","CLEAR",12,41.696108265,-87.642433608
"4410","CLEAR",12,41.751940503,-87.605368082
"4411","CLEAR",21,41.874309625,-87.666640882
"4412","CLEAR",18,41.935565315,-87.649232545
"4413","CLEAR",12,41.684775572,-87.719949345
"4414","CLEAR",10,41.88390953,-87.644042411
"4415","CLEAR",7,41.777517617,-87.796096747
"4416","CLEAR",5,41.751611299,-87.585517371
"4417","CLEAR",14,41.996686253,-87.711697256
"4418","CLEAR",1,41.9540133,-87.707870892
"4419","CLEAR",18,41.821664073,-87.601640232
"4420","CLEAR",11,41.930447406,-87.751741193
"4421","CLEAR",20,41.785807247,-87.585300949
"4422","CLEAR",13,41.968421887,-87.698721847
"4423","CLEAR",2,41.77328619,-87.605919103
"4424","CLEAR",23,41.908157366,-87.633206597
"4425","CLEAR",15,41.762908954,-87.619876637
"4426","CLEAR",15,41.996202058,-87.786491489
"4427","CLEAR",23,41.771834923,-87.567524684
"4428","CLEAR",21,41.801434712,-87.664353701
"4429","CLEAR",16,41.757560989,-87.686780799
"4430","CLEAR",7,41.875711033,-87.620736763
"4431","CLEAR",15,41.886973201,-87.620848333
"4432","CLEAR",9,41.772817684,-87.630024485
"4433","CLEAR",9,41.886676655,-87.69354148
"4434","CLEAR",9,41.875739777,-87.628730784
"4435","CLEAR",13,41.766423493,-87.683437559
"4436","CLEAR",10,41.708809946,-87.646467433
"4437","CLEAR",16,41.872999233,-87.759613746
"4438","CLEAR",13,41.847260731,-87.694204498
"4439","CLEAR",11,41.849954002,-87.632094196
"4440","CLEAR",20,41.877704072,-87.67034293
"4441","CLEAR",13,41.757189392,-87.665981049
"4442","CLEAR",16,41.87460802,-87.717071337
"4443","CLEAR",23,41.865974196,-87.744903494
"4444","RAIN",14,42.01708563,-87.684512094
"4445","CLEAR",17,41.890998531,-87.65468545
"4446","CLEAR",23,41.875574856,-87.628848696
"4447","CLEAR",14,41.880856048,-87.617635892
"4448","CLEAR",8,42.009034911,-87.674122161
"4449","CLEAR",19,41.778567203,-87.739909475
"4450","CLEAR",21,41.894893278,-87.745656913
"4451","CLEAR",17,41.919633291,-87.692236407
"4452","RAIN",7,41.906035701,-87.686035406
"4453","CLEAR",15,41.925540315,-87.648912156
"4454","CLEAR",10,41.769261893,-87.617110721
"4455","CLEAR",16,41.869188535,-87.680889951
"4456","CLEAR",14,41.968265859,-87.71586772
"4457","CLEAR",7,41.859003526,-87.617130794
"4458","CLEAR",9,41.875711033,-87.620736763
"4459","CLEAR",20,41.969904164,-87.659841549
"4460","CLEAR",23,41.889265416,-87.627867658
"4461","CLEAR",20,41.880004728,-87.77295794
"4462","CLEAR",15,41.937922446,-87.758953526
"4463","CLEAR",13,41.885390047,-87.618986712
"4464","RAIN",13,41.884522852,-87.646520584
"4465","CLEAR",10,42.009804849,-87.81378841
"4466","CLEAR",8,41.961208105,-87.715650273
"4467","RAIN",10,41.691402285,-87.704446464
"4468","CLEAR",22,41.892675822,-87.631008305
"4469","CLEAR",11,41.851815991,-87.710167258
"4470","CLEAR",16,41.795105937,-87.587709412
"4471","CLEAR",1,41.823547228,-87.704278363
"4472","CLEAR",17,41.765393608,-87.625050475
"4473","CLEAR",17,41.91690019,-87.736176335
"4474","RAIN",17,41.749104693,-87.704214363
"4475","CLEAR",4,41.867287162,-87.645246942
"4476","CLEAR",8,41.969028158,-87.669296335
"4477","CLEAR",5,41.931520112,-87.642130485
"4478","CLEAR",15,41.888117915,-87.774459247
"4479","CLEAR",0,41.774956247,-87.745687935
"4480","CLEAR",21,41.735973288,-87.658068379
"4481","CLEAR",10,41.975856916,-87.708743642
"4482","SNOW",16,41.786155308,-87.703493141
"4483","CLEAR",14,41.809881897,-87.623000866
"4484","CLEAR",8,41.875853964,-87.745246282
"4485","CLEAR",20,41.698148706,-87.668239572
"4486","CLOUDY/OVERCAST",7,41.940687459,-87.638092129
"4487","CLEAR",11,41.830892485,-87.643616647
"4488","CLEAR",8,41.743710966,-87.614881119
"4489","CLEAR",15,41.843823454,-87.685238272
"4490","CLEAR",21,41.740887958,-87.73392581
"4491","CLEAR",9,42.012847332,-87.663619778
"4492","SNOW",12,41.852959679,-87.632152004
"4493","CLEAR",13,41.803934842,-87.61269121
"4494","CLEAR",7,41.892230853,-87.681992466
"4495","CLEAR",20,41.76845491,-87.664038433
"4496","CLEAR",16,41.749952001,-87.702448478
"4497","CLEAR",15,41.774288075,-87.717866744
"4498","CLEAR",15,41.798758208,-87.743020541
"4499","RAIN",7,41.8657137,-87.619891331
"4500","CLEAR",14,41.889664353,-87.720880257
"4501","CLEAR",0,41.838314286,-87.634166827
"4502","CLEAR",1,41.876678992,-87.761843215
"4503","CLEAR",13,41.85894524,-87.62708031
"4504","CLEAR",17,41.92402118,-87.805624406
"4505","CLEAR",17,41.995197027,-87.689947407
"4506","CLEAR",12,41.8229364,-87.692665982
"4507","SNOW",9,41.879002865,-87.666879853
"4508","CLEAR",16,41.831639904,-87.616827357
"4509","SNOW",12,41.775148018,-87.598481938
"4510","CLEAR",16,41.733689275,-87.638539226
"4511","CLEAR",9,41.766251692,-87.5878225
"4512","CLEAR",20,41.74017704,-87.605070307
"4513","CLEAR",22,41.848946734,-87.639353225
"4514","CLEAR",10,41.962234812,-87.727713718
"4515","CLEAR",15,41.900752974,-87.624235
"4516","CLEAR",14,41.799377144,-87.59390286
"4517","CLOUDY/OVERCAST",12,41.890077898,-87.64775609
"4518","CLEAR",19,41.893251198,-87.632493012
"4519","SNOW",14,41.75616151,-87.653957998
"4520","RAIN",20,41.902149768,-87.735986609
"4521","CLEAR",18,41.719024188,-87.55117574
"4522","CLEAR",1,41.865569497,-87.774078574
"4523","CLEAR",5,41.851854306,-87.695591395
"4524","CLEAR",15,41.757901249,-87.722047731
"4525","CLEAR",19,41.809772727,-87.594960891
"4526","CLOUDY/OVERCAST",12,41.909514389,-87.746239925
"4527","RAIN",9,41.897182594,-87.669706364
"4528","CLEAR",17,41.690773405,-87.739588728
"4529","CLEAR",13,41.811261436,-87.606749972
"4530","RAIN",8,41.794869492,-87.631937065
"4531","CLEAR",13,41.990902587,-87.673018962
"4532","CLEAR",12,41.989505816,-87.70565777
"4533","RAIN",19,41.728416423,-87.542924856
"4534","CLEAR",10,41.856570493,-87.732710477
"4535","CLEAR",16,41.969282142,-87.649675139
"4536","CLEAR",10,41.902177438,-87.752316638
"4537","CLEAR",15,41.891736449,-87.710950645
"4538","CLEAR",15,41.912691042,-87.784969338
"4539","CLOUDY/OVERCAST",18,41.870346524,-87.77412878
"4540","CLEAR",0,41.728685138,-87.658514066
"4541","CLEAR",10,41.931117258,-87.7660937
"4542","CLEAR",19,41.721567448,-87.628809039
"4543","RAIN",8,41.854548164,-87.676055732
"4544","CLOUDY/OVERCAST",14,41.854305708,-87.734446723
"4545","RAIN",8,41.870790043,-87.67621587
"4546","CLEAR",1,41.653525571,-87.543660401
"4547","CLEAR",9,41.935062767,-87.665957726
"4548","CLEAR",11,41.724700768,-87.664527925
"4549","CLEAR",17,41.833044738,-87.614611364
"4550","CLEAR",17,41.769649815,-87.58638311
"4551","SLEET/HAIL",8,41.897144563,-87.672065125
"4552","CLEAR",0,41.786440844,-87.683681956
"4553","CLEAR",18,41.949664551,-87.688192141
"4554","CLOUDY/OVERCAST",6,41.881418881,-87.662482981
"4555","CLEAR",12,41.751194299,-87.603736524
"4556","CLEAR",12,41.900881926,-87.628174349
"4557","CLEAR",14,41.924136431,-87.745844256
"4558","RAIN",15,41.86724054,-87.646771799
"4559","CLEAR",3,41.854118907,-87.67609568
"4560","CLEAR",12,41.917323476,-87.722359077
"4561","CLEAR",17,41.906407119,-87.667721837
"4562","CLEAR",17,41.884588372,-87.623272561
"4563","CLEAR",9,41.889158237,-87.642948945
"4564","CLEAR",16,41.722357719,-87.575505471
"4565","CLOUDY/OVERCAST",18,41.92402118,-87.805624406
"4566","CLEAR",9,41.893352438,-87.625566988
"4567","CLEAR",15,41.780844382,-87.693587053
"4568","SNOW",14,41.924881771,-87.680609091
"4569","RAIN",8,41.969907254,-87.656090857
"4570","CLEAR",18,41.854714915,-87.683144454
"4571","RAIN",16,41.952733628,-87.790794549
"4572","CLEAR",15,41.861120196,-87.71541579
"4573","CLEAR",13,41.976611912,-87.788002591
"4574","CLEAR",11,41.941072209,-87.639172267
"4575","CLEAR",18,41.931688919,-87.743016947
"4576","CLEAR",4,41.892485454,-87.62982444
"4577","CLEAR",12,42.019213742,-87.699703163
"4578","CLEAR",7,41.965591621,-87.725363064
"4579","SNOW",14,41.907040041,-87.656666675
"4580","CLEAR",20,41.764842501,-87.576125506
"4581","CLEAR",16,41.925343295,-87.648818374
"4582","RAIN",8,41.707632499,-87.529910134
"4583","RAIN",11,41.870049089,-87.7132466
"4584","RAIN",17,41.892429046,-87.759395215
"4585","CLEAR",12,41.884586267,-87.631010446
"4586","CLEAR",17,41.950268565,-87.830440437
"4587","CLEAR",13,41.804640922,-87.733139039
"4588","CLEAR",17,41.945797526,-87.764356729
"4589","CLEAR",12,41.893603922,-87.765200263
"4590","CLEAR",10,41.794622829,-87.633063763
"4591","RAIN",7,41.67703503,-87.620629102
"4592","CLEAR",11,41.967735512,-87.762479238
"4593","CLEAR",17,41.898096204,-87.755530975
"4594","RAIN",8,41.817565652,-87.633437727
"4595","CLEAR",1,41.87897672,-87.725733503
"4596","CLEAR",12,41.938852441,-87.736980572
"4597","CLEAR",16,41.793943428,-87.681792089
"4598","CLEAR",13,41.873639149,-87.706061893
"4599","CLEAR",16,41.974611633,-87.688958961
"4600","CLEAR",22,41.92263453,-87.719321299
"4601","CLEAR",12,41.844558987,-87.709974368
"4602","CLEAR",18,41.877399309,-87.709719029
"4603","CLEAR",0,41.773368409,-87.576638552
"4604","CLEAR",18,41.925265972,-87.667793122
"4605","CLEAR",18,41.990729218,-87.682979454
"4606","CLEAR",7,41.69139471,-87.66839367
"4607","CLEAR",7,41.823357357,-87.645322545
"4608","CLEAR",14,41.858173375,-87.705230939
"4609","RAIN",12,41.977851659,-87.689373917
"4610","CLEAR",12,41.865009507,-87.728657213
"4611","SNOW",5,41.814978517,-87.612946935
"4612","CLEAR",6,41.795325759,-87.698581021
"4613","CLEAR",12,41.807776131,-87.739721984
"4614","CLEAR",18,41.992613744,-87.806991792
"4615","CLOUDY/OVERCAST",12,41.894947599,-87.766407577
"4616","CLEAR",16,41.964357815,-87.690144026
"4617","CLEAR",16,41.945221189,-87.757022066
"4618","RAIN",13,41.896094486,-87.616540806
"4619","CLEAR",9,41.895626829,-87.687269781
"4620","CLEAR",21,41.775345152,-87.598662288
"4621","CLEAR",15,41.884615617,-87.636682358
"4622","RAIN",13,41.87399807,-87.686434306
"4623","CLEAR",14,41.887407194,-87.760423139
"4624","RAIN",19,41.757220737,-87.586243621
"4625","CLEAR",9,41.714098768,-87.643488697
"4626","CLEAR",9,41.884441541,-87.694207302
"4627","CLEAR",7,41.809984566,-87.695626931
"4628","CLEAR",7,41.904271529,-87.653299748
"4629","CLEAR",23,41.94635956,-87.72018093
"4630","CLEAR",15,41.731490995,-87.575730053
"4631","CLEAR",8,41.844503134,-87.724714193
"4632","CLEAR",7,41.876026848,-87.682521451
"4633","SNOW",18,41.750451293,-87.663294575
"4634","CLEAR",10,41.733897667,-87.612830692
"4635","RAIN",9,41.817680117,-87.665333633
"4636","CLEAR",4,41.957483765,-87.699005084
"4637","CLEAR",0,41.975609227,-87.69219147
"4638","RAIN",21,41.889874791,-87.624259761
"4639","CLEAR",8,41.924474403,-87.7366331
"4640","CLEAR",9,41.931554936,-87.697460689
"4641","CLEAR",8,41.8361912,-87.611952985
"4642","CLEAR",14,41.911271098,-87.634841515
"4643","CLEAR",21,42.019443763,-87.686362535
"4644","CLEAR",9,41.870836141,-87.724837722
"4645","CLEAR",10,41.807715768,-87.743006845
"4646","CLEAR",18,41.990003296,-87.730430326
"4647","CLEAR",17,41.982941919,-87.728491298
"4648","CLEAR",14,41.867346418,-87.625974764
"4649","CLEAR",13,41.968087942,-87.731871963
"4650","CLEAR",19,41.885360973,-87.725934108
"4651","SNOW",18,41.758077844,-87.627690445
"4652","CLEAR",7,41.777015506,-87.717535553
"4653","CLEAR",11,41.792772451,-87.582700271
"4654","CLEAR",9,41.918608891,-87.765574479
"4655","CLEAR",15,41.866970649,-87.686196807
"4656","CLEAR",16,41.814413601,-87.703953169
"4657","SNOW",7,41.884742134,-87.636676878
"4658","CLEAR",11,41.995081239,-87.884395246
"4659","CLEAR",16,41.923377659,-87.787857874
