"","WEATHER_CONDITION","CRASH_HOUR","LATITUDE","LONGITUDE"
"1869","CLEAR",13,41.77833539,-87.742436494
"1870","CLEAR",14,41.727258995,-87.643224981
"1871","CLEAR",18,41.764298991,-87.702663979
"1872","CLEAR",22,41.869151086,-87.764094101
"1873","CLEAR",12,41.910502518,-87.653980303
"1874","CLEAR",18,41.772991929,-87.620214363
"1875","CLEAR",19,41.943400474,-87.684668317
"1876","CLEAR",10,41.809143018,-87.626229132
"1877","CLEAR",17,41.875843736,-87.742859216
"1878","CLEAR",15,41.808368409,-87.695493034
"1879","CLEAR",14,41.791142041,-87.691434636
"1880","CLEAR",18,41.840511688,-87.642853761
"1881","CLEAR",17,41.909925247,-87.731557216
"1882","CLEAR",23,41.800341479,-87.606498144
"1883","CLEAR",15,41.898115951,-87.66025365
"1884","CLEAR",11,41.893205611,-87.635762438
"1885","CLEAR",16,41.866083989,-87.738944153
"1886","CLEAR",2,41.965790291,-87.640640992
"1887","CLEAR",0,41.869620418,-87.720377492
"1888","CLEAR",16,41.89498055,-87.763118572
"1889","CLEAR",13,41.884526242,-87.686378732
"1890","CLEAR",13,41.879066209,-87.630957357
"1891","CLEAR",16,41.790118085,-87.684082168
"1892","CLEAR",22,41.932120719,-87.6977653
"1893","CLEAR",15,41.880897273,-87.720881226
"1894","CLEAR",15,41.84961073,-87.719721589
"1895","CLEAR",15,41.834713778,-87.695101805
"1896","CLEAR",18,41.924651204,-87.721945455
"1897","CLEAR",15,41.875174358,-87.67356672
"1898","CLEAR",8,41.891451415,-87.617534555
"1899","CLEAR",9,41.957983952,-87.652894379
"1900","CLEAR",10,42.013957777,-87.664243236
"1901","CLEAR",8,41.736455046,-87.614672913
"1902","CLEAR",11,41.843627868,-87.734120606
"1903","CLEAR",16,41.967089089,-87.673979066
"1904","CLEAR",14,41.880858756,-87.6474788
"1905","CLEAR",14,41.92445181,-87.720361101
"1906","CLEAR",9,41.809675366,-87.603845247
"1907","CLEAR",11,41.94123199,-87.644998435
"1908","CLEAR",18,41.946480378,-87.649607023
"1909","CLEAR",21,41.87952374,-87.774490507
"1910","CLEAR",23,41.994203449,-87.68970598
"1911","CLEAR",12,41.89086758,-87.667203733
"1912","CLEAR",12,41.868858845,-87.742070347
"1913","CLEAR",21,41.830125066,-87.665705822
"1914","CLEAR",15,41.777519101,-87.784474534
"1915","CLEAR",8,41.811804396,-87.691719554
"1916","CLEAR",15,41.995997527,-87.691406645
"1917","CLEAR",14,41.690442563,-87.642466689
"1918","CLEAR",11,41.758154113,-87.688106107
"1919","CLEAR",7,41.974542948,-87.811346884
"1920","CLEAR",11,41.791283706,-87.741696868
"1921","CLEAR",7,41.900448122,-87.66726606
"1922","CLEAR",20,41.909362791,-87.775643661
"1923","CLEAR",21,41.659304172,-87.577796148
"1924","CLEAR",19,41.678227245,-87.620661041
"1925","CLEAR",13,41.888105782,-87.75549555
"1926","CLEAR",17,41.953274022,-87.749912576
"1927","CLEAR",8,42.00019854,-87.660849312
"1928","CLEAR",16,41.721348283,-87.643149539
"1929","CLEAR",17,41.814794549,-87.593677532
"1930","CLEAR",10,41.812962741,-87.616835586
"1931","CLEAR",14,41.791752668,-87.671660708
"1932","CLEAR",15,41.851716704,-87.69558831
"1933","CLEAR",16,41.877397074,-87.635043415
"1934","CLEAR",11,41.94635956,-87.72018093
"1935","CLEAR",6,41.679213289,-87.622844602
"1936","CLEAR",15,41.724244458,-87.575547082
"1937","CLEAR",16,41.935321724,-87.650427722
"1938","CLEAR",16,41.702668513,-87.542708474
"1939","CLEAR",6,41.876749969,-87.636907741
"1940","CLEAR",22,41.922052994,-87.646367744
"1941","CLEAR",1,41.805892406,-87.742961702
"1942","CLEAR",21,41.816395834,-87.626412894
"1943","CLEAR",14,41.912868316,-87.794762389
"1944","CLEAR",13,41.721258751,-87.650687823
"1945","CLEAR",10,41.917032307,-87.728388426
"1946","CLEAR",22,41.779021765,-87.706889806
"1947","CLEAR",9,41.91340643,-87.716798943
"1948","CLEAR",18,41.785605504,-87.615024511
"1949","CLEAR",17,42.011801672,-87.807642762
"1950","CLEAR",16,41.830240898,-87.684311278
"1951","CLOUDY/OVERCAST",9,41.837282037,-87.694878759
"1952","CLEAR",11,41.790594135,-87.643990395
"1953","CLEAR",16,41.803249772,-87.664887259
"1954","CLEAR",16,41.948799723,-87.662791366
"1955","CLEAR",8,41.88798715,-87.676972326
"1956","CLEAR",15,41.776240592,-87.759368971
"1957","CLEAR",23,41.692006983,-87.66191614
"1958","CLEAR",17,41.809217815,-87.621356906
"1959","CLEAR",18,41.720909446,-87.676688567
"1960","CLEAR",18,41.911484912,-87.752639291
"1961","CLEAR",12,41.95413886,-87.720015561
"1962","CLEAR",8,41.771044801,-87.741905632
"1963","CLEAR",19,41.794199485,-87.631925482
"1964","CLEAR",13,41.691097231,-87.680990429
"1965","CLEAR",8,41.870598915,-87.627348483
"1966","CLEAR",8,41.891087112,-87.667204058
"1967","CLEAR",22,41.961358652,-87.698544174
"1968","CLEAR",18,41.948978089,-87.664217515
"1969","CLEAR",13,41.891170338,-87.614099241
"1970","CLEAR",10,41.975912899,-87.692494175
"1971","CLEAR",8,41.77227131,-87.644445598
"1972","CLEAR",9,41.938983525,-87.727382777
"1973","CLEAR",21,41.799363483,-87.739349244
"1974","RAIN",22,41.818738681,-87.621319154
"1975","CLEAR",1,41.87832623,-87.701279794
"1976","CLEAR",12,41.919766669,-87.805972477
"1977","CLEAR",12,41.935666038,-87.718454458
"1978","CLEAR",13,41.851509196,-87.734559326
"1979","CLEAR",15,41.910229608,-87.706230046
"1980","CLEAR",16,41.93014938,-87.684646886
"1981","CLEAR",17,41.846833575,-87.68051949
"1982","CLEAR",11,41.875284201,-87.666754902
"1983","CLEAR",2,41.917634855,-87.678260937
"1984","CLEAR",20,41.755927333,-87.663335266
"1985","CLEAR",13,41.873434566,-87.666433681
"1986","CLEAR",21,41.939137585,-87.712335316
"1987","CLEAR",9,41.855613169,-87.658949248
"1988","CLOUDY/OVERCAST",15,41.978317698,-87.655965607
"1989","CLEAR",10,41.856652708,-87.665970752
"1990","CLEAR",17,41.983262025,-87.69302786
"1991","RAIN",11,41.756777543,-87.610277876
"1992","RAIN",3,41.758243346,-87.618220683
"1993","CLEAR",23,41.875457063,-87.639771212
"1994","CLEAR",5,41.961241515,-87.749845139
"1995","RAIN",19,41.952726949,-87.660771553
"1996","CLEAR",11,41.907954151,-87.74621338
"1997","CLEAR",12,41.737337119,-87.563560485
"1998","CLEAR",17,41.783642029,-87.623148258
"1999","CLEAR",5,41.784535773,-87.703358674
"2000","CLEAR",13,41.852319169,-87.67351598
"2001","SNOW",21,41.976623755,-87.76861902
"2002","CLEAR",8,41.997784312,-87.680192919
"2003","CLEAR",13,41.874350356,-87.720538576
"2004","CLEAR",21,41.707061904,-87.642985172
"2005","CLEAR",18,41.941120442,-87.701051705
"2006","CLEAR",15,41.779602911,-87.771706255
"2007","CLEAR",10,41.877733553,-87.764917401
"2008","CLEAR",23,41.758068532,-87.626516982
"2009","RAIN",23,41.8820229,-87.637081412
"2010","CLEAR",17,41.741409589,-87.638431491
"2011","CLEAR",8,41.891621161,-87.624253929
"2012","CLEAR",10,41.865784541,-87.645214774
"2013","CLEAR",20,41.93359149,-87.736714613
"2014","CLEAR",17,41.851543763,-87.718796762
"2015","CLEAR",14,41.96139778,-87.654592975
"2016","CLEAR",17,41.884389604,-87.629599099
"2017","CLEAR",17,41.74398443,-87.594661637
"2018","CLEAR",15,41.794456675,-87.61611883
"2019","CLEAR",12,41.866967466,-87.668967098
"2020","CLEAR",5,41.735867265,-87.632794801
"2021","CLEAR",16,41.948636884,-87.688457506
"2022","CLEAR",4,41.792910883,-87.742077343
"2023","RAIN",0,41.900702386,-87.662111885
"2024","CLEAR",13,41.975219998,-87.699046755
"2025","CLEAR",18,41.990109309,-87.671082957
"2026","CLEAR",20,41.744025659,-87.585943275
"2027","CLEAR",19,41.797109735,-87.723124351
"2028","CLEAR",4,41.698292946,-87.614175689
"2029","CLEAR",20,41.90973389,-87.746244973
"2030","CLEAR",19,41.78377901,-87.615472857
"2031","CLEAR",10,41.864247912,-87.62039617
"2032","CLEAR",12,41.910654418,-87.659089813
"2033","RAIN",7,41.846709954,-87.647255739
"2034","CLEAR",14,41.764843945,-87.680766731
"2035","SNOW",16,41.866347269,-87.735122412
"2036","CLEAR",18,41.709873532,-87.559847295
"2037","CLEAR",15,41.956476509,-87.785397003
"2038","CLEAR",11,41.98121021,-87.838013315
"2039","CLEAR",9,41.743021327,-87.675346615
"2040","CLEAR",16,41.87598649,-87.70585041
"2041","CLEAR",6,41.781715299,-87.767914455
"2042","CLEAR",16,41.860461972,-87.615881804
"2043","CLEAR",23,41.824416341,-87.702146922
"2044","CLEAR",22,41.762136277,-87.60563349
"2045","CLEAR",13,41.735633021,-87.668070093
"2046","CLEAR",16,41.890719365,-87.686842996
"2047","CLEAR",12,41.885767285,-87.647885669
"2048","CLEAR",8,41.702643027,-87.535429846
"2049","CLEAR",19,41.766591115,-87.577688832
"2050","RAIN",1,41.766866192,-87.644601102
"2051","CLEAR",13,41.808268982,-87.6894681
"2052","CLEAR",7,41.818711007,-87.694674832
"2053","RAIN",11,41.917815151,-87.668682229
"2054","CLEAR",13,41.948436251,-87.712915274
"2055","CLEAR",12,41.799962297,-87.706044857
"2056","CLEAR",19,41.783308968,-87.646245644
"2057","CLEAR",19,41.747996769,-87.590394194
"2058","CLEAR",20,41.702643027,-87.535429846
"2059","CLEAR",17,41.968933262,-87.787861441
"2060","CLEAR",9,41.76322273,-87.593199916
"2061","CLEAR",19,41.956544706,-87.651649124
"2062","CLEAR",14,41.875047207,-87.739593946
"2063","CLEAR",16,41.73616511,-87.625587569
"2064","CLEAR",12,41.92449291,-87.717052646
"2065","CLEAR",9,41.886818659,-87.654274444
"2066","CLEAR",10,41.862306077,-87.609522247
"2067","CLEAR",20,41.769649815,-87.58638311
"2068","RAIN",4,41.823281181,-87.724203782
"2069","CLEAR",3,41.910519635,-87.667749686
"2070","CLEAR",14,41.880680439,-87.7255224
"2071","CLEAR",14,41.873223187,-87.624348733
"2072","CLEAR",7,41.840277082,-87.635786255
"2073","CLEAR",18,41.824735592,-87.687499706
"2074","CLEAR",20,41.895847493,-87.662545047
"2075","RAIN",16,41.894842999,-87.755447594
"2076","CLEAR",13,41.876517925,-87.757421314
"2077","CLEAR",3,41.936840895,-87.766584824
"2078","CLEAR",10,41.800363692,-87.732011407
"2079","CLEAR",17,41.98299321,-87.774243021
"2080","RAIN",10,41.89168731,-87.624339841
"2081","CLEAR",20,41.794622829,-87.633063763
"2082","CLEAR",15,41.800242678,-87.743103892
"2083","CLEAR",14,41.894895973,-87.74569035
"2084","RAIN",11,41.881815632,-87.647214717
"2085","CLEAR",3,41.89164706,-87.637590143
"2086","RAIN",16,41.92698538,-87.672102681
"2087","CLEAR",16,41.735659571,-87.664650708
"2088","FOG/SMOKE/HAZE",7,41.818848225,-87.638638138
"2089","CLEAR",2,41.935222288,-87.702758935
"2090","CLEAR",3,41.917311906,-87.785104204
"2091","CLEAR",1,41.858999819,-87.722723228
"2092","CLEAR",15,41.69898819,-87.677687127
"2093","CLEAR",14,41.721348283,-87.643149539
"2094","RAIN",19,41.730408949,-87.607243067
"2095","CLEAR",10,41.68430796,-87.680774722
"2096","CLEAR",19,41.75690491,-87.58554286
"2097","RAIN",1,41.77196668,-87.611642465
"2098","CLEAR",21,41.878435798,-87.766570137
"2099","CLEAR",18,41.872833519,-87.696217008
"2100","CLEAR",3,41.780612873,-87.584253402
"2101","CLEAR",19,41.830408133,-87.665712758
"2102","RAIN",6,41.846875325,-87.680410878
"2103","CLEAR",16,41.844607515,-87.694804642
"2104","CLEAR",17,41.880664578,-87.627089364
"2105","RAIN",9,41.827386421,-87.694594723
"2106","CLEAR",10,41.931664017,-87.728086511
"2107","CLEAR",17,41.750694044,-87.636872551
"2108","CLEAR",9,41.872040759,-87.633645485
"2109","CLEAR",17,41.692230132,-87.661565708
"2110","CLEAR",18,41.954425019,-87.651324017
"2111","CLEAR",16,41.905961557,-87.677192421
"2112","CLEAR",6,41.929730816,-87.749135115
"2113","CLEAR",13,41.884049212,-87.698758728
"2114","CLEAR",20,41.965594855,-87.649941407
"2115","CLEAR",0,41.902053641,-87.763914842
"2116","CLEAR",20,41.960532229,-87.767097026
"2117","CLEAR",16,41.734649718,-87.662888017
"2118","CLEAR",8,41.841086101,-87.652847412
"2119","CLEAR",14,41.898960719,-87.735921088
"2120","CLEAR",12,41.909348077,-87.785155943
"2121","OTHER",22,41.940649631,-87.649434745
"2123","CLEAR",6,41.788902355,-87.765966311
"2124","CLEAR",17,41.772004324,-87.581234016
"2125","CLEAR",19,41.93980465,-87.6687859
"2126","CLEAR",11,41.87331875,-87.617460654
"2127","CLEAR",22,41.886927216,-87.640494755
"2128","CLEAR",9,41.823729353,-87.616666437
"2129","CLEAR",1,41.75599579,-87.644328239
"2130","CLOUDY/OVERCAST",10,41.946817469,-87.689619521
"2131","CLEAR",16,41.873999139,-87.686358964
"2132","CLEAR",15,41.764276868,-87.586428542
"2133","CLEAR",1,41.910588421,-87.67764382
"2134","CLEAR",0,41.924537232,-87.713881678
"2135","CLEAR",18,41.880461553,-87.75666035
"2136","CLEAR",7,41.900387786,-87.637819017
"2137","CLEAR",11,41.667078582,-87.622118353
"2138","CLEAR",21,41.990001216,-87.67086392
"2139","RAIN",10,41.819052466,-87.724112702
"2140","CLEAR",12,41.909189449,-87.772004296
"2141","RAIN",20,41.895456457,-87.726230541
"2142","CLEAR",11,41.76723149,-87.570501852
"2143","RAIN",17,41.752682267,-87.633871876
"2144","CLEAR",16,41.722579473,-87.575292523
"2145","CLEAR",8,41.756404805,-87.620032504
"2146","CLEAR",11,41.892360613,-87.628021603
"2147","CLEAR",21,41.758157011,-87.622911153
"2148","CLEAR",13,41.975908245,-87.701431269
"2149","CLEAR",18,41.783860424,-87.610820064
"2150","CLEAR",15,41.89120951,-87.615035773
"2151","RAIN",0,41.884928069,-87.71697463
"2152","CLEAR",17,41.956229834,-87.664410493
"2153","CLEAR",14,41.91772263,-87.685060438
"2154","CLEAR",10,41.934211613,-87.688093006
"2155","CLEAR",7,41.885579609,-87.74928935
"2156","CLEAR",18,42.01210812,-87.683145627
"2157","CLEAR",5,41.778864296,-87.703073357
"2158","CLEAR",12,41.924237419,-87.687475437
"2159","CLEAR",16,41.9209774,-87.723140523
"2160","CLEAR",19,41.886421852,-87.64441279
"2161","CLEAR",8,41.764230537,-87.722438515
"2162","CLEAR",11,41.892558321,-87.629597377
"2163","CLEAR",8,41.754979816,-87.607900457
"2164","CLEAR",14,41.751445803,-87.600567832
"2165","CLEAR",12,41.836746784,-87.728138941
"2166","CLEAR",13,41.87433069,-87.639600735
"2167","CLEAR",7,41.773465341,-87.699485236
"2168","CLEAR",20,41.71580477,-87.643208253
"2169","CLEAR",14,41.736586782,-87.625599335
"2170","CLEAR",20,41.847577708,-87.734384345
"2171","RAIN",20,41.768874239,-87.663774614
"2172","CLEAR",22,41.855541567,-87.615426826
"2173","CLEAR",17,41.99567001,-87.712664598
"2174","CLEAR",19,41.778004153,-87.632924704
"2175","CLEAR",6,41.77894575,-87.703283119
"2176","CLEAR",18,41.853828253,-87.685833965
"2177","CLEAR",17,41.958564949,-87.652547544
"2178","SNOW",8,41.890013967,-87.665566479
"2179","CLEAR",12,41.959598303,-87.688779433
"2180","CLEAR",18,41.792210801,-87.78296061
"2181","CLEAR",17,41.761860399,-87.61505517
"2182","CLEAR",17,41.880704303,-87.718939933
"2183","CLEAR",22,41.737166585,-87.575660632
"2184","CLEAR",12,41.924382009,-87.726032217
"2185","CLEAR",15,41.759073514,-87.568582035
"2186","CLEAR",22,41.705295662,-87.669429911
"2187","SNOW",18,41.891704795,-87.631275924
"2188","CLEAR",16,41.760060259,-87.682979154
"2189","SNOW",10,41.76602778,-87.576443123
"2190","CLEAR",17,41.751460603,-87.585971993
"2191","CLEAR",14,41.729518128,-87.585636409
"2192","CLEAR",1,41.776199546,-87.660628188
"2193","CLEAR",8,41.706723578,-87.656194541
"2194","FOG/SMOKE/HAZE",17,41.892637065,-87.620402717
"2195","CLEAR",8,41.927686648,-87.720594391
"2196","CLEAR",11,41.975969783,-87.679253662
"2197","CLEAR",19,41.80246407,-87.583678598
"2198","CLEAR",17,41.905252966,-87.723812603
"2199","CLEAR",17,41.927006185,-87.754445402
"2200","CLEAR",18,41.82927146,-87.626668462
"2201","CLEAR",22,41.895078838,-87.615846658
"2202","CLEAR",16,41.875517268,-87.764837589
"2203","CLEAR",2,41.722579473,-87.575292523
"2204","CLEAR",16,41.751172219,-87.605525498
"2205","RAIN",16,41.707763501,-87.580582843
"2206","CLEAR",12,41.80133695,-87.65538845
"2207","CLEAR",16,41.837930269,-87.646895887
"2208","CLEAR",17,41.915645281,-87.737365741
"2209","CLEAR",11,41.93250785,-87.668848991
"2210","CLEAR",18,41.975499711,-87.741959564
"2211","CLEAR",0,41.961703551,-87.72525348
"2212","CLEAR",23,41.94671926,-87.707971951
"2213","CLEAR",14,41.694405817,-87.632400998
"2214","CLEAR",17,41.750778189,-87.622841582
"2215","CLEAR",7,41.828694676,-87.673621457
"2216","CLEAR",17,41.903040052,-87.630265026
"2217","CLEAR",17,41.896527922,-87.643075742
"2218","CLEAR",17,41.997743251,-87.682630845
"2219","CLEAR",22,41.827865443,-87.608733834
"2220","CLOUDY/OVERCAST",12,41.749339,-87.722052091
"2221","RAIN",17,41.974384167,-87.669724282
"2222","CLEAR",14,41.876786958,-87.753494411
"2223","CLEAR",13,41.883883443,-87.629584832
"2224","CLEAR",16,41.904806103,-87.628855693
"2225","CLEAR",5,41.708077429,-87.559806871
"2226","CLEAR",16,41.873744881,-87.696245988
"2227","CLEAR",23,41.909738341,-87.676692655
"2228","CLEAR",9,41.870889496,-87.67651265
"2229","CLEAR",11,41.785643324,-87.741485778
"2230","CLEAR",14,41.999469654,-87.703216695
"2231","CLEAR",16,41.773321941,-87.598536671
"2232","CLEAR",23,41.936534847,-87.786020222
"2233","CLEAR",0,41.805552172,-87.622887298
"2234","RAIN",14,41.997947447,-87.683484086
"2235","CLEAR",22,41.904076743,-87.624803937
"2236","CLEAR",9,41.847612884,-87.670939473
"2237","RAIN",12,41.909252413,-87.745968239
"2238","CLEAR",23,41.893183922,-87.637227397
"2239","RAIN",7,41.890935447,-87.630143101
"2240","CLEAR",15,41.880967624,-87.720906933
"2241","CLEAR",21,41.659544394,-87.583082432
"2242","RAIN",1,41.929761102,-87.746667931
"2243","CLEAR",12,41.764348447,-87.585845168
"2244","CLEAR",7,41.776629038,-87.732620413
"2245","CLEAR",10,41.891613867,-87.639753946
"2246","CLEAR",4,41.970018764,-87.722195817
"2247","CLEAR",10,41.850957959,-87.724775223
"2248","SNOW",14,41.896169655,-87.654558872
"2249","CLEAR",17,41.977991973,-87.748229079
"2250","CLEAR",14,41.88234808,-87.764784475
"2251","CLEAR",1,41.749501892,-87.73169687
"2252","CLEAR",5,41.799195496,-87.703866358
"2253","CLEAR",13,41.778636469,-87.722906356
"2254","CLEAR",15,41.891497382,-87.75684586
"2255","CLEAR",16,41.924438535,-87.721425904
"2256","CLEAR",11,41.911287703,-87.63173315
"2257","CLEAR",7,41.904697737,-87.641074581
"2258","CLEAR",2,41.953713896,-87.71521783
"2259","CLEAR",15,41.79940096,-87.591911394
"2260","CLEAR",18,41.998217146,-87.689751698
"2261","SNOW",17,41.869142787,-87.627612692
"2262","CLEAR",9,41.935483536,-87.717142045
"2263","CLEAR",21,41.848776318,-87.665828552
"2264","CLEAR",14,41.879092247,-87.650926275
"2265","CLEAR",15,41.894270313,-87.740125399
"2266","CLEAR",15,41.990212326,-87.714043615
"2267","CLEAR",12,41.735491912,-87.691070605
"2268","RAIN",21,41.870231145,-87.745040365
"2269","CLEAR",12,41.80886014,-87.606402641
"2270","CLEAR",20,41.793153227,-87.741893321
"2271","CLEAR",8,41.985432703,-87.699284192
"2272","CLEAR",1,41.738486032,-87.588949735
"2273","CLEAR",5,41.877079618,-87.626142149
"2274","CLEAR",18,41.779492436,-87.669140897
"2275","CLEAR",20,41.880615102,-87.667260209
"2276","CLEAR",22,41.968647861,-87.697873303
"2277","CLEAR",14,41.890740771,-87.687969537
"2278","CLEAR",17,41.905206903,-87.634380303
"2279","CLEAR",13,41.691193884,-87.717738631
"2280","CLEAR",0,41.883153347,-87.653179177
"2281","CLEAR",20,41.877452898,-87.685140887
"2282","CLEAR",22,41.795688053,-87.801459671
"2283","CLEAR",13,41.911139132,-87.76205348
"2284","CLEAR",16,41.745334472,-87.666807661
"2285","CLEAR",10,41.745549113,-87.614669906
"2286","CLEAR",18,41.858129408,-87.651695927
"2287","CLEAR",8,41.74228583,-87.721829523
"2288","CLEAR",18,41.766357423,-87.57582029
"2289","CLEAR",1,41.886679541,-87.630015954
"2290","CLEAR",10,41.742577617,-87.633936931
"2291","CLEAR",17,41.768028469,-87.566649893
"2292","CLEAR",10,41.946861149,-87.686986474
"2293","CLEAR",16,41.9407627,-87.727849258
"2294","CLEAR",18,41.931583222,-87.734403371
"2295","CLEAR",13,41.753013127,-87.605393045
"2296","CLEAR",7,41.794559736,-87.742894958
"2297","CLEAR",7,41.809075645,-87.639953626
"2298","CLEAR",18,41.926632097,-87.631665092
"2299","CLEAR",16,41.928533255,-87.702483159
"2300","CLEAR",0,41.862411333,-87.726430824
"2301","CLEAR",10,41.721970465,-87.60334804
"2302","CLEAR",7,41.74379515,-87.545604183
"2303","RAIN",0,41.779399259,-87.675774142
"2304","CLEAR",13,41.703185819,-87.642864592
"2305","CLEAR",9,41.968502376,-87.787866962
"2306","CLEAR",9,41.976422171,-87.660603213
"2307","CLEAR",21,41.744986295,-87.663157608
"2308","CLEAR",11,41.923777079,-87.785593063
"2309","CLEAR",18,41.946530799,-87.706448524
"2310","CLEAR",16,41.87938373,-87.686238213
"2311","CLEAR",16,41.847207141,-87.705267438
"2312","CLEAR",11,41.735892724,-87.648550004
"2313","CLEAR",18,41.936436553,-87.795789946
"2314","CLEAR",13,41.713771324,-87.669075841
"2315","CLEAR",16,41.894089631,-87.629865221
"2316","CLEAR",10,41.744790019,-87.624226098
"2317","CLEAR",14,41.795273277,-87.764509289
"2318","CLEAR",17,41.910072167,-87.719363771
"2319","CLEAR",23,41.995635271,-87.694843924
"2320","CLEAR",1,41.893068791,-87.634775018
"2321","CLEAR",13,41.94326586,-87.683364912
"2322","CLEAR",10,41.998271761,-87.660702783
"2323","CLEAR",10,41.772098233,-87.664164618
"2324","CLEAR",11,41.956019415,-87.668341439
"2325","CLEAR",22,41.809352367,-87.74334102
"2326","CLEAR",11,41.777484936,-87.742409358
"2327","CLEAR",18,41.867143979,-87.639133265
"2328","CLEAR",10,42.010505704,-87.662658018
"2329","CLEAR",20,41.664381272,-87.622279476
"2330","RAIN",18,41.87515478,-87.673755882
"2331","CLEAR",14,41.998370596,-87.670850959
"2332","CLEAR",1,41.756557386,-87.622880415
"2333","CLEAR",14,41.684412789,-87.681071049
"2334","CLEAR",16,41.942746222,-87.69777549
"2335","CLOUDY/OVERCAST",16,41.735639317,-87.682337057
"2336","CLEAR",3,41.766891702,-87.681839913
"2337","CLEAR",8,41.945747575,-87.768538279
"2338","CLEAR",1,41.808047272,-87.704118822
"2339","CLEAR",13,41.942396127,-87.652823894
"2340","CLEAR",4,41.910612624,-87.661121813
"2341","CLEAR",18,41.779081505,-87.703260365
"2342","RAIN",10,41.897774592,-87.677252639
"2343","CLEAR",11,41.807508857,-87.743196543
"2344","RAIN",13,41.910767448,-87.66570051
"2345","CLEAR",13,41.916483654,-87.797585798
"2346","CLEAR",21,41.976201139,-87.905309125
"2347","CLEAR",15,41.768084201,-87.693264642
"2348","CLEAR",14,41.764112418,-87.646956394
"2349","CLEAR",17,41.778604731,-87.725349858
"2350","RAIN",17,41.77413755,-87.696778927
"2351","CLEAR",16,41.733187966,-87.585712698
"2352","CLEAR",7,41.903904618,-87.775278157
"2353","CLEAR",15,41.925540315,-87.648912156
"2354","CLEAR",11,41.881270504,-87.68653594
"2355","CLEAR",8,41.844634424,-87.704300403
"2356","CLEAR",18,41.887804621,-87.765268498
"2357","CLEAR",16,41.974007635,-87.806919871
"2358","CLEAR",4,41.812328919,-87.74313773
"2359","CLEAR",18,41.879489329,-87.624498125
"2360","CLEAR",15,41.862530339,-87.638948912
"2361","CLEAR",12,41.975332005,-87.668175258
"2362","SNOW",8,41.905886003,-87.625450553
"2363","CLEAR",23,41.900649985,-87.753140058
"2364","CLEAR",17,41.880395287,-87.617633926
"2365","CLOUDY/OVERCAST",20,41.938619929,-87.771420331
"2366","RAIN",20,41.895283112,-87.723234484
"2367","CLEAR",11,41.880033142,-87.774507097
"2368","CLEAR",16,41.999574966,-87.694872498
"2369","CLEAR",15,41.727505287,-87.584870217
"2370","CLEAR",22,41.698903354,-87.690146516
"2371","CLEAR",1,41.954667252,-87.645410625
"2372","CLEAR",22,41.871829082,-87.627673292
"2373","CLEAR",17,41.867972805,-87.640892257
"2374","CLEAR",2,41.857731273,-87.663355776
"2375","CLEAR",18,41.95337467,-87.741620831
"2376","CLEAR",10,41.75253191,-87.585337793
"2377","CLEAR",17,41.690888026,-87.610427885
"2378","CLEAR",21,41.977139341,-87.754588009
"2379","CLEAR",23,41.881930172,-87.706002839
"2380","RAIN",17,41.890076583,-87.629755236
"2381","CLEAR",12,41.9101774,-87.710591344
"2382","RAIN",22,41.933964835,-87.70762536
"2383","CLOUDY/OVERCAST",11,41.749755544,-87.583371017
"2384","CLEAR",18,41.872698223,-87.774259199
"2385","CLEAR",15,41.885797061,-87.767035151
"2386","CLEAR",16,41.895882908,-87.748425349
"2387","CLEAR",16,41.920925149,-87.727486638
"2388","CLEAR",15,41.92801833,-87.739268403
"2389","CLEAR",16,41.721539945,-87.634110789
"2390","CLEAR",17,41.894644288,-87.765241186
"2391","CLOUDY/OVERCAST",10,41.882197998,-87.685952869
"2392","RAIN",4,41.890944657,-87.629554048
"2393","CLEAR",16,41.941072209,-87.639172267
"2394","CLEAR",1,41.659129623,-87.6035523
"2395","RAIN",22,41.909533558,-87.761793037
"2396","CLEAR",17,41.945277027,-87.733763968
"2397","CLEAR",19,41.867330511,-87.62756602
"2398","RAIN",0,41.799577834,-87.595432109
"2399","CLEAR",18,41.75671573,-87.613785543
"2400","CLEAR",22,41.960819627,-87.767400286
"2401","CLEAR",11,41.793900417,-87.773450876
"2402","SNOW",13,41.859722394,-87.656331066
"2403","CLEAR",10,41.78735114,-87.620802712
"2404","CLEAR",13,41.938591578,-87.756565328
"2405","RAIN",23,41.955505861,-87.732676161
"2406","RAIN",7,41.985641095,-87.655388544
"2407","CLEAR",11,41.967196465,-87.647836029
"2408","CLEAR",8,41.736191518,-87.624078067
"2409","CLEAR",14,41.910944515,-87.648125189
"2410","CLEAR",15,41.909672002,-87.746261304
"2411","CLEAR",21,41.990008007,-87.748376951
"2412","SNOW",8,41.909043816,-87.802205717
"2413","RAIN",17,41.874541439,-87.627757787
"2414","CLEAR",15,41.707023014,-87.628415719
"2415","CLEAR",14,41.981143964,-87.841087375
"2416","CLEAR",10,41.756362527,-87.634503816
"2417","RAIN",12,41.765902058,-87.584916896
"2418","CLEAR",16,41.9209767,-87.780994719
"2419","CLEAR",12,41.874878527,-87.761449939
"2420","CLEAR",14,41.96578393,-87.649877893
"2421","CLEAR",17,41.727691926,-87.552716858
"2422","CLEAR",16,41.79420061,-87.625389268
"2423","CLEAR",22,41.885774641,-87.628087481
"2424","CLEAR",15,41.808378408,-87.684570717
"2425","CLOUDY/OVERCAST",14,41.882450815,-87.720695954
"2426","CLEAR",16,41.9420526,-87.697757666
