Latitude,Longitude,crime_hour
41.938789158,-87.749785342,18
41.888993854,-87.626934833,18
41.830370223,-87.684460392,22
41.774181526,-87.74094157,17
41.771294134,-87.670062673,1
41.919924048,-87.683623727,0
41.778733061,-87.648402513,20
41.768491995,-87.669076134,12
41.694081638,-87.62080767,16
41.826363218,-87.632998863,15
41.989243623,-87.665119726,12
41.781414696,-87.604328907,10
41.887111513,-87.701378616,0
41.757630995,-87.585708249,19
41.880438125,-87.720737658,18
41.72967226,-87.651946315,0
41.726808286,-87.596106929,17
41.877427149,-87.696920831,11
41.867595589,-87.69959933,11
41.986043808,-87.663222148,9
41.901169519,-87.736106997,6
41.941084205,-87.785039105,14
41.89318177,-87.6345943,1
41.959009912,-87.682164298,18
41.787670818,-87.64741635,18
41.901828949,-87.632358477,22
41.959009912,-87.682164298,22
41.655821115,-87.601322854,12
41.751505533,-87.583994603,13
41.898767916,-87.624116333,14
41.780353674,-87.695865069,23
41.888999889,-87.716582946,8
41.978484133,-87.768425981,17
41.899364679,-87.688078389,21
41.898767916,-87.624116333,22
41.916776171,-87.673952112,23
41.657715888,-87.597638316,9
41.885112119,-87.624484053,16
41.841189789,-87.645142261,12
41.767664563,-87.656610393,17
41.891412551,-87.647934597,17
41.898767916,-87.624116333,21
41.823536688,-87.616989442,15
41.819960359,-87.692621859,6
41.897492085,-87.758117377,10
41.782453056,-87.673984515,9
41.797022081,-87.674392638,4
41.83025947,-87.626626961,8
41.87794002,-87.647759117,15
41.933552597,-87.749131122,23
41.929678531,-87.749824286,7
41.881181645,-87.685209798,10
41.888993854,-87.626934833,5
41.887907597,-87.746414499,7
41.959643724,-87.760937607,14
41.987298847,-87.790101249,18
41.985543814,-87.691950027,1
41.909921741,-87.72321854,6
41.966573993,-87.71409604,19
41.976454319,-87.901364605,12
41.970514812,-87.83665128,7
41.935509525,-87.76393932,16
41.699568843,-87.649477566,15
41.914239387,-87.673280155,23
41.878619899,-87.768065223,18
41.853891199,-87.683954755,7
41.962904559,-87.779546372,9
41.879811873,-87.721661659,17
41.89484426,-87.630462495,19
41.973736379,-87.844290113,20
41.888993854,-87.626934833,17
41.87794002,-87.647759117,3
41.910667557,-87.732469532,19
41.775116544,-87.772498107,18
41.777197336,-87.640800466,13
41.967109798,-87.709659961,18
41.896176088,-87.660853065,17
41.771132967,-87.615402602,7
41.898767916,-87.624116333,13
41.896176088,-87.660853065,18
41.913757594,-87.702791182,16
41.795991039,-87.630542489,18
41.871073493,-87.694813958,20
41.702868375,-87.620710671,16
41.899364679,-87.688078389,23
41.777197336,-87.640800466,7
41.749873967,-87.552860394,16
41.859379458,-87.666194455,9
41.718454543,-87.674719692,0
41.824588814,-87.695870404,21
41.744991196,-87.717614993,8
41.859723237,-87.639004025,0
41.888658426,-87.748890295,18
41.945651601,-87.835245309,19
41.970957305,-87.712214932,10
41.993158164,-87.65831019,22
41.880716129,-87.726581034,11
41.671544797,-87.64049929,21
41.912407848,-87.719069023,18
41.878123916,-87.633208786,15
41.896319394,-87.652109777,16
41.896319394,-87.652109777,16
41.733088802,-87.552711915,20
41.903327101,-87.631427409,3
41.947639505,-87.772407434,7
41.888658426,-87.748890295,8
41.959806172,-87.734151614,18
41.771451034,-87.651856267,15
41.890995133,-87.666056556,19
41.899364679,-87.688078389,17
41.763990085,-87.690565528,12
41.92174884,-87.652809416,18
41.886473111,-87.70206064,21
41.773085006,-87.568335406,0
41.918414254,-87.705240185,11
41.796936817,-87.663446505,9
41.878123916,-87.633208786,12
41.888993854,-87.626934833,22
41.903340542,-87.682149861,18
41.888993854,-87.626934833,9
41.813985829,-87.655290305,16
41.941672533,-87.766608133,21
41.761866293,-87.598172537,20
41.781414696,-87.604328907,19
41.780311146,-87.611663179,14
41.792109334,-87.673353839,11
41.759331691,-87.630810679,14
41.795991039,-87.630542489,19
41.733088802,-87.552711915,21
41.763990085,-87.690565528,0
41.954645841,-87.72764498,16
41.750771074,-87.562575639,8
41.964921091,-87.708361279,20
41.883209085,-87.633223046,12
41.883209085,-87.633223046,19
41.883209085,-87.633223046,12
41.76888502,-87.615343355,15
41.883007148,-87.685312534,14
41.931573666,-87.653822204,16
41.853121148,-87.674030042,20
41.896163599,-87.748285612,19
41.856415299,-87.695598494,18
41.899695895,-87.722548188,22
41.780984524,-87.770390107,21
41.906242849,-87.633000828,23
41.804379672,-87.584827582,7
41.798011899,-87.616063534,15
41.888993854,-87.626934833,19
41.655821115,-87.601322854,0
41.888993854,-87.626934833,11
41.702868375,-87.620710671,12
41.931761455,-87.746604326,3
41.932651187,-87.653197025,19
41.883209085,-87.633223046,7
41.883209085,-87.633223046,0
41.898767916,-87.624116333,17
41.783345295,-87.713988611,5
42.018495011,-87.682989305,17
42.006509863,-87.676495912,20
41.729585692,-87.636142878,22
42.019371503,-87.671181992,1
41.669794325,-87.62481253,5
41.672614411,-87.618431039,21
42.020688843,-87.666465068,14
41.888993854,-87.626934833,17
41.703226798,-87.609995353,0
41.87285385,-87.632576028,13
41.922354795,-87.705208889,10
41.703226798,-87.609995353,22
41.691014016,-87.667578189,6
41.898767916,-87.624116333,21
41.885112119,-87.624484053,17
41.888993854,-87.626934833,16
41.785683584,-87.616783969,19
41.756641668,-87.565114904,9
41.899811237,-87.689410946,21
41.798011899,-87.616063534,8
41.766988136,-87.575101271,13
41.855838254,-87.717588081,16
41.86970965,-87.705775939,1
41.782526007,-87.664293162,10
41.730094592,-87.549461987,12
41.878123916,-87.633208786,15
41.803359104,-87.728353047,18
41.740160793,-87.553912367,13
41.77276892,-87.692006596,18
41.898767916,-87.624116333,19
41.876718586,-87.643593555,19
41.881693864,-87.652323905,13
41.772509838,-87.581392981,7
41.781203314,-87.615649592,22
41.694364039,-87.626542126,1
41.932651187,-87.653197025,11
41.977518475,-87.664786285,19
41.877161446,-87.676536946,14
41.791803761,-87.66088535,17
41.945580715,-87.656706055,19
41.966573993,-87.71409604,16
41.734847232,-87.545777045,12
41.982831118,-87.727035868,18
41.876387714,-87.664673686,6
41.860066967,-87.720117178,0
41.77818532,-87.754917233,1
42.019371503,-87.671181992,2
41.783918828,-87.698400042,15
41.888993854,-87.626934833,10
41.760515004,-87.652782012,10
41.87794002,-87.647759117,4
42.019371503,-87.671181992,0
41.949466613,-87.69014293,21
41.702066556,-87.669668682,16
41.766988136,-87.575101271,12
41.944389019,-87.660320917,21
41.778793876,-87.660551996,14
41.661105971,-87.640153746,18
41.964669995,-87.72135071,0
41.943291083,-87.672561566,10
41.783080724,-87.620549159,12
41.891412551,-87.647934597,16
41.91742192,-87.704434236,21
41.891412551,-87.647934597,16
41.675353871,-87.630992582,20
41.916315095,-87.747319,0
41.949994461,-87.747220162,3
41.931971392,-87.777208399,7
41.989243623,-87.665119726,10
41.86162732,-87.736045588,10
41.866739694,-87.677175972,8
41.99564277,-87.670747457,12
41.932651187,-87.653197025,0
41.932651187,-87.653197025,12
41.93825013,-87.746864613,4
41.826363218,-87.632998863,10
41.898428355,-87.637240537,8
41.750926206,-87.574751612,9
41.898767916,-87.624116333,16
41.904462488,-87.648118305,20
41.773085006,-87.568335406,6
41.67574971,-87.617752105,12
41.949994461,-87.747220162,14
41.898767916,-87.624116333,17
41.786399399,-87.693898477,15
41.894824927,-87.631788635,21
41.759693428,-87.584669047,17
41.802440292,-87.676963167,6
41.776136066,-87.708925357,13
41.811364344,-87.605834495,14
41.986392486,-87.656700734,18
42.000835893,-87.670465483,17
41.871907915,-87.701792754,19
41.749873967,-87.552860394,16
41.830202604,-87.62053299,7
41.781521698,-87.615657041,18
41.77143599,-87.636085795,23
41.877161446,-87.676536946,1
41.8786482,-87.682209663,6
41.988986149,-87.715162615,14
41.748699846,-87.741318814,7
41.779488407,-87.663408151,10
41.766988136,-87.575101271,9
41.89983415,-87.723777401,12
41.871907915,-87.701792754,18
41.961950191,-87.707048284,9
41.79329893,-87.66456619,20
41.799881618,-87.718443134,21
41.778035296,-87.611967331,20
41.888993854,-87.626934833,10
41.92061684,-87.637469755,11
41.880685543,-87.729107748,11
41.717709791,-87.567820387,15
41.888993854,-87.626934833,17
41.88360569,-87.707634031,22
41.971581319,-87.75606122,12
41.875253202,-87.726746534,14
41.894824927,-87.631788635,7
41.935307905,-87.683092734,16
41.891412551,-87.647934597,17
41.891412551,-87.647934597,17
41.923130366,-87.757346992,19
41.898767916,-87.624116333,15
41.898767916,-87.624116333,15
41.976454319,-87.901364605,15
41.997448736,-87.807588751,17
41.798011899,-87.616063534,21
41.848549425,-87.631909092,22
41.817225106,-87.702682467,0
41.902738743,-87.718338869,20
41.895203467,-87.735038657,14
41.782601671,-87.665505994,21
41.799112702,-87.603915641,19
41.79329893,-87.66456619,20
41.843471069,-87.708663794,12
41.79329893,-87.66456619,21
41.772556944,-87.605756287,0
41.961080071,-87.717153134,22
41.750605717,-87.587416897,8
41.934714769,-87.695252724,4
41.747577561,-87.608237118,12
41.896163599,-87.748285612,19
41.896163599,-87.748285612,20
41.781088661,-87.614429949,11
41.88360569,-87.707634031,12
41.791803761,-87.66088535,13
41.744534224,-87.711745392,0
41.747043409,-87.588231342,17
41.877161446,-87.676536946,20
41.869507545,-87.643733495,20
41.780277539,-87.670292749,21
41.807759957,-87.668589943,18
41.914158749,-87.728909702,14
41.89318177,-87.6345943,1
41.780984524,-87.770390107,15
41.956882557,-87.679645496,16
41.734847232,-87.545777045,15
41.987082505,-87.660176713,17
41.806160124,-87.67097959,12
41.711883395,-87.598474991,17
42.012107975,-87.697942345,22
41.791740615,-87.654813389,7
41.76265093,-87.696985991,22
41.883209085,-87.633223046,9
41.771132967,-87.615402602,11
41.920274749,-87.670561373,13
41.883209085,-87.633223046,13
41.883209085,-87.633223046,23
41.997377272,-87.785843745,21
41.659149005,-87.63648229,10
41.659149005,-87.63648229,9
41.962904559,-87.779546372,16
41.890107642,-87.70326989,14
41.659149005,-87.63648229,8
41.738531984,-87.600827666,8
41.757630995,-87.585708249,18
41.865194775,-87.624102026,18
41.894121219,-87.712614696,10
41.906797102,-87.671861659,10
41.906797102,-87.671861659,11
41.767116798,-87.570906274,15
41.939529586,-87.68182958,23
41.773458079,-87.576183528,21
41.806160124,-87.67097959,13
41.968874654,-87.670061506,10
41.898767916,-87.624116333,22
41.656657626,-87.605130097,20
41.875710036,-87.758474299,18
41.961557598,-87.725395525,21
41.886763155,-87.677426502,19
41.883209085,-87.633223046,9
41.883209085,-87.633223046,9
41.881529075,-87.627755165,10
41.826363218,-87.632998863,11
42.016782242,-87.691695108,19
41.912321534,-87.749875856,20
41.795991039,-87.630542489,13
41.767148983,-87.567493189,0
41.781449702,-87.652986003,12
41.726216227,-87.655499614,7
41.976454319,-87.901364605,11
41.783276387,-87.623784561,12
41.968874654,-87.670061506,4
41.786399399,-87.693898477,14
41.878123916,-87.633208786,13
41.928645369,-87.737805821,16
41.782601671,-87.665505994,23
41.902029991,-87.693098736,21
41.757630995,-87.585708249,12
41.750364359,-87.601521379,9
41.889582108,-87.626649232,11
41.745328015,-87.568569728,9
41.970268463,-87.741823647,1
41.906797102,-87.671861659,12
41.727775561,-87.588644524,18
41.911091345,-87.64014493,18
41.895479821,-87.714177247,11
41.773085006,-87.568335406,15
41.898767916,-87.624116333,18
41.857378253,-87.680891076,8
41.884410376,-87.653664839,11
41.866471956,-87.770477835,9
41.993100382,-87.679138918,12
41.885112119,-87.624484053,14
41.898767916,-87.624116333,16
41.885346397,-87.709809466,21
41.726389584,-87.616681246,4
41.888993854,-87.626934833,4
41.738601858,-87.55388725,20
41.878123916,-87.633208786,19
41.860066967,-87.720117178,19
41.868231689,-87.704990026,23
41.808334316,-87.690918395,10
41.959009912,-87.682164298,18
41.795991039,-87.630542489,13
41.845541205,-87.712383506,16
41.888089552,-87.619599707,10
41.919945833,-87.687485275,23
41.97504712,-87.822634015,1
41.83679625,-87.732177567,21
41.863873174,-87.704371893,9
41.749514523,-87.599940581,3
41.816765361,-87.692011723,17
41.959643724,-87.760937607,21
41.898767916,-87.624116333,19
41.976454319,-87.901364605,8
41.878123916,-87.633208786,16
41.898767916,-87.624116333,14
41.795991039,-87.630542489,5
41.988341219,-87.65676102,9
41.772997321,-87.680907411,20
41.79329893,-87.66456619,20
41.782601671,-87.665505994,2
41.793679469,-87.66299636,18
42.012310029,-87.813942648,22
41.883209085,-87.633223046,15
41.891412551,-87.647934597,14
41.891412551,-87.647934597,14
41.98044671,-87.662464354,22
41.890688556,-87.667135847,11
41.877905955,-87.64987086,13
41.898767916,-87.624116333,15
41.8857505,-87.628329355,19
41.740018175,-87.623366933,19
41.915922446,-87.705231551,13
41.806016361,-87.657604399,21
41.728074176,-87.617054509,1
41.755913495,-87.657547483,22
41.894824927,-87.631788635,9
41.730897108,-87.562208778,10
41.887907597,-87.746414499,16
41.877134658,-87.721881801,1
41.79329893,-87.66456619,9
41.76344333,-87.607955881,12
41.896163599,-87.748285612,16
41.79580877,-87.668618107,18
41.830202604,-87.62053299,20
41.981321872,-87.787765092,15
41.87546148,-87.754881803,13
41.949562672,-87.654399484,16
41.896163599,-87.748285612,23
41.695767018,-87.627984075,10
41.718315644,-87.551019008,10
41.877134658,-87.721881801,2
41.989243623,-87.665119726,15
41.947639505,-87.772407434,7
41.976454319,-87.901364605,9
41.795991039,-87.630542489,18
41.678994385,-87.629895077,19
41.937402152,-87.761551862,1
41.912877792,-87.716636021,3
41.898767916,-87.624116333,11
41.764703686,-87.64007711,19
42.006585111,-87.671918018,17
41.773085006,-87.568335406,17
41.650545536,-87.547159656,0
41.709519445,-87.630770974,10
41.855838254,-87.717588081,1
41.870968116,-87.704563026,4
41.898767916,-87.624116333,11
42.015481761,-87.668120213,9
41.859736078,-87.72498065,0
41.875253202,-87.726746534,11
41.906797102,-87.671861659,11
41.764377638,-87.663763302,17
41.811364344,-87.605834495,14
41.934658369,-87.716569573,15
41.877352817,-87.702848073,19
41.744151668,-87.62434741,13
41.781203314,-87.615649592,0
41.895772414,-87.711445388,11
41.934658369,-87.716569573,15
41.781203314,-87.615649592,13
41.914184495,-87.641121822,19
41.791803761,-87.66088535,13
41.939920598,-87.653193291,14
42.015894034,-87.69087606,15
41.94615313,-87.745185825,17
41.984328293,-87.655210903,21
41.734307771,-87.572008853,0
41.878113223,-87.634156272,7
41.895500768,-87.711958567,8
41.655821115,-87.601322854,11
41.795991039,-87.630542489,13
41.810207582,-87.687789132,19
41.895960841,-87.626832351,1
41.721840482,-87.617277592,10
41.895500768,-87.711958567,11
41.883723152,-87.624422288,14
41.909104063,-87.728946366,16
41.924839894,-87.69405765,2
41.823536688,-87.616989442,15
41.877134658,-87.721881801,19
41.906797102,-87.671861659,0
41.753457689,-87.650181219,21
41.899114936,-87.715519577,12
41.928882341,-87.70754456,9
41.956483459,-87.649756177,15
41.859778357,-87.729873602,19
41.758753595,-87.587425173,8
41.92174884,-87.652809416,3
41.691014016,-87.667578189,11
41.673608916,-87.58034902,12
42.017676014,-87.665569188,8
41.751505533,-87.583994603,23
41.775015522,-87.683530209,22
41.895479821,-87.714177247,8
41.775116544,-87.772498107,12
41.947483095,-87.815641826,12
41.979283083,-87.784343759,20
41.845541205,-87.712383506,7
41.923662451,-87.646964862,20
41.744151668,-87.62434741,20
41.772237669,-87.613011097,14
41.970514812,-87.83665128,22
41.883209085,-87.633223046,9
41.80819279,-87.699528565,12
41.906797102,-87.671861659,16
41.966033413,-87.703507766,20
41.936962268,-87.700206749,9
41.662452952,-87.637800755,17
41.786864286,-87.656254513,13
41.936879941,-87.674836636,8
41.878123916,-87.633208786,17
41.903340542,-87.682149861,17
41.901861668,-87.72627803,19
41.907923085,-87.773133642,12
41.773085006,-87.568335406,8
41.92061684,-87.637469755,13
41.757588516,-87.601703198,12
41.952221025,-87.736759261,16
41.795991039,-87.630542489,17
41.757630995,-87.585708249,4
41.787541886,-87.698507299,3
41.757630995,-87.585708249,9
41.898767916,-87.624116333,14
41.893623014,-87.765347251,17
41.77302129,-87.574036742,1
41.743754724,-87.704662463,0
41.877502144,-87.760143663,6
41.757630995,-87.585708249,20
41.897242704,-87.656963111,3
41.791382547,-87.602265121,16
41.736037583,-87.646167064,20
41.749462694,-87.604734506,1
41.887666021,-87.677428284,18
41.878123916,-87.633208786,18
41.86162732,-87.736045588,22
41.709519445,-87.630770974,13
41.860540814,-87.627266437,18
42.012107975,-87.697942345,7
41.925304132,-87.65771408,13
41.898767916,-87.624116333,3
41.891412551,-87.647934597,18
41.947196869,-87.711511939,19
41.795991039,-87.630542489,11
41.747545006,-87.573472192,13
41.741839776,-87.56729934,12
41.7702494,-87.674501744,20
41.937412742,-87.76645473,5
41.798011899,-87.616063534,7
41.722671743,-87.639602337,12
41.657715888,-87.597638316,15
41.901861668,-87.72627803,21
41.879049777,-87.657665406,12
41.891653037,-87.62917162,12
41.916102202,-87.739531729,12
41.891412551,-87.647934597,18
41.716817695,-87.573995417,16
41.76888502,-87.615343355,22
41.777197336,-87.640800466,19
41.857955854,-87.729813649,9
41.888993854,-87.626934833,0
41.782601671,-87.665505994,21
41.775015522,-87.683530209,14
41.773085006,-87.568335406,10
41.859778357,-87.729873602,13
41.77276892,-87.692006596,12
41.894121219,-87.712614696,13
41.783276387,-87.623784561,14
41.916315095,-87.747319,3
41.832577392,-87.68508391,2
41.77302129,-87.574036742,20
41.894121219,-87.712614696,10
42.015894034,-87.69087606,11
41.988341219,-87.65676102,14
42.002614238,-87.763503291,10
41.671331675,-87.656313631,10
41.871075543,-87.694689104,7
41.892255792,-87.747208418,16
41.845128339,-87.64157677,0
41.917582181,-87.737574334,1
41.715282477,-87.603032944,8
41.891412551,-87.647934597,20
41.756641668,-87.565114904,10
41.891412551,-87.647934597,16
41.878123916,-87.633208786,12
41.89545571,-87.716836713,18
41.795991039,-87.630542489,12
41.895479821,-87.714177247,9
41.778811931,-87.661761688,11
41.756235117,-87.608993624,12
41.806159473,-87.643819065,5
41.880992442,-87.704486793,8
42.005663837,-87.820711458,16
41.886818499,-87.634244983,19
41.967068821,-87.7255564,16
41.916287654,-87.747319251,15
41.759693428,-87.584669047,9
41.744991196,-87.717614993,11
41.906797102,-87.671861659,11
41.924250576,-87.745545036,10
41.808385421,-87.687796422,13
41.708077881,-87.642864872,18
41.878123916,-87.633208786,17
41.666865418,-87.621148102,19
41.829753522,-87.671606031,9
41.911201894,-87.673822118,17
41.899905918,-87.717682831,8
41.775015522,-87.683530209,9
41.739332692,-87.730082896,11
41.933965212,-87.738101802,13
41.902738743,-87.718338869,14
41.89484426,-87.630462495,4
41.756581146,-87.566325086,20
41.8857505,-87.628329355,11
41.989243623,-87.665119726,12
41.914184495,-87.641121822,13
41.914184495,-87.641121822,17
41.870968116,-87.704563026,20
41.851420018,-87.733145466,19
41.666865418,-87.621148102,23
41.86944727,-87.654807324,1
41.89318177,-87.6345943,1
41.792464931,-87.620789905,15
41.757630995,-87.585708249,7
41.875132462,-87.736173215,21
41.89318177,-87.6345943,22
41.783347802,-87.713944588,22
41.91320387,-87.800414653,23
41.94615313,-87.745185825,12
41.728554845,-87.593727705,20
41.756306932,-87.563894781,5
41.773085006,-87.568335406,9
41.963394169,-87.71321129,17
41.79329893,-87.66456619,20
41.765323402,-87.636819109,19
41.865213688,-87.727590376,8
41.887666021,-87.677428284,11
41.989243623,-87.665119726,8
41.86390688,-87.708031716,4
41.877161446,-87.676536946,18
41.751522091,-87.644063286,20
41.891412551,-87.647934597,17
41.86390688,-87.708031716,3
41.730897108,-87.562208778,23
41.738524835,-87.559952106,4
42.002060323,-87.671983278,18
41.894121219,-87.712614696,10
41.795991039,-87.630542489,11
41.989243623,-87.665119726,9
41.701315071,-87.626931073,9
41.701315071,-87.626931073,12
41.678552053,-87.62267752,14
41.790802561,-87.594824069,18
41.793679469,-87.66299636,13
42.001354694,-87.690761129,18
41.655821115,-87.601322854,9
41.749050534,-87.556483665,16
41.954176867,-87.677257789,15
41.927224339,-87.796917164,16
41.906797102,-87.671861659,21
41.917582181,-87.737574334,23
41.877134658,-87.721881801,7
41.994948168,-87.695891131,16
41.77337536,-87.648261553,7
41.655821115,-87.601322854,22
41.877134658,-87.721881801,7
41.988341219,-87.65676102,12
41.924250576,-87.745545036,18
41.731201986,-87.55128398,19
41.877161446,-87.676536946,13
41.752455037,-87.610113576,16
41.934714769,-87.695252724,4
41.86390688,-87.708031716,7
41.923130366,-87.757346992,4
41.893606459,-87.656009804,21
41.692605563,-87.621310927,13
41.854092862,-87.669784187,15
41.811364344,-87.605834495,11
41.959643724,-87.760937607,8
41.934658369,-87.716569573,15
41.80761384,-87.613385208,23
41.859742684,-87.733541197,16
41.87285385,-87.632576028,14
41.749050534,-87.556483665,15
41.878123916,-87.633208786,17
41.981441762,-87.668408442,13
41.782526007,-87.664293162,11
41.995966762,-87.686658349,17
41.937046969,-87.789553958,12
41.795991039,-87.630542489,18
41.763713079,-87.565430089,21
41.878123916,-87.633208786,8
41.976454319,-87.901364605,8
41.898767916,-87.624116333,18
41.94615313,-87.745185825,17
41.872036867,-87.689432774,15
41.884396735,-87.749454281,16
41.748512122,-87.60025615,20
41.889582108,-87.626649232,4
41.771209121,-87.736635851,5
41.655821115,-87.601322854,15
41.817506771,-87.623054656,20
41.765881038,-87.658989762,16
41.692605563,-87.621310927,16
41.728074176,-87.617054509,17
41.802749244,-87.610050745,23
41.882985314,-87.721866417,18
41.807759957,-87.668589943,17
41.894824927,-87.631788635,0
41.781203314,-87.615649592,8
41.906242849,-87.633000828,20
41.851420018,-87.733145466,22
41.89983415,-87.723777401,23
41.877134658,-87.721881801,16
41.757215086,-87.563044633,5
41.891412551,-87.647934597,17
41.753457689,-87.650181219,15
41.750967358,-87.624158809,16
41.894121219,-87.712614696,19
41.853891199,-87.683954755,7
41.733088802,-87.552711915,20
41.691014016,-87.667578189,19
41.89983415,-87.723777401,0
41.880716129,-87.726581034,4
41.767664563,-87.656610393,9
41.773085006,-87.568335406,19
41.880992442,-87.704486793,11
41.857378253,-87.680891076,20
41.698280492,-87.697533088,12
41.763308895,-87.587812265,11
41.871907915,-87.701792754,12
41.850134749,-87.691355527,10
41.873880295,-87.760256803,9
41.792464931,-87.620789905,1
41.86970965,-87.705775939,21
41.7628927,-87.605506269,15
41.86239122,-87.715994373,19
41.73954936,-87.619455209,19
41.963394169,-87.71321129,20
41.996886211,-87.688635592,10
41.878123916,-87.633208786,12
41.749467765,-87.604236059,8
41.688222552,-87.665132028,16
41.799373265,-87.61609603,1
41.839024755,-87.706538219,14
41.736961668,-87.64972221,18
41.778793876,-87.660551996,23
41.896163599,-87.748285612,0
41.978451204,-87.768426272,4
41.757630995,-87.585708249,10
41.837723084,-87.648698613,11
41.895479821,-87.714177247,11
42.015894034,-87.69087606,9
41.757630995,-87.585708249,13
41.967068821,-87.7255564,0
41.877352817,-87.702848073,23
42.000143929,-87.707041794,17
41.837764988,-87.714609113,22
41.764377638,-87.663763302,3
41.655821115,-87.601322854,6
41.746473432,-87.625696039,9
41.879811873,-87.721661659,21
41.95929322,-87.670767522,16
41.751252497,-87.709756593,21
41.934658369,-87.716569573,20
41.892843826,-87.711356267,19
41.793307777,-87.716159002,22
41.823536688,-87.616989442,21
41.904462488,-87.648118305,5
41.787376424,-87.624685384,7
41.906353107,-87.773077569,10
41.779617125,-87.600437276,11
41.789168928,-87.703434226,23
41.768965054,-87.568219399,5
41.780984524,-87.770390107,1
41.976454319,-87.901364605,5
41.895500768,-87.711958567,18
41.843574566,-87.63423883,20
41.880685543,-87.729107748,22
41.711955296,-87.610241778,9
41.898767916,-87.624116333,13
41.699403785,-87.605622083,5
41.967909775,-87.665986224,0
41.756437359,-87.663589289,15
42.00824552,-87.670046374,8
41.782601671,-87.665505994,1
41.791803761,-87.66088535,4
41.887111513,-87.701378616,12
41.866739694,-87.677175972,13
41.925304132,-87.65771408,13
41.902141327,-87.662605111,12
41.885862901,-87.696414788,8
41.776835352,-87.688464868,16
41.729733882,-87.662888576,20
41.786552063,-87.684418415,3
41.951785838,-87.803567413,11
41.888999889,-87.716582946,14
41.877161446,-87.676536946,9
41.792464931,-87.620789905,12
41.906132511,-87.670825222,14
42.018953596,-87.693296191,8
41.901861668,-87.72627803,18
41.898767916,-87.624116333,18
41.878123916,-87.633208786,10
41.867595589,-87.69959933,20
41.91038031,-87.683261288,21
41.914769434,-87.650818735,10
41.845657447,-87.707508458,10
41.888664236,-87.714893113,16
41.866428839,-87.703509785,15
41.774264317,-87.598492894,6
41.885346397,-87.709809466,15
41.770162902,-87.626696779,14
41.888993854,-87.626934833,13
41.913757594,-87.702791182,11
41.914239387,-87.673280155,21
41.931831855,-87.723770522,21
41.778035296,-87.611967331,4
41.888993854,-87.626934833,18
41.691347733,-87.650553208,2
41.929678531,-87.749824286,22
41.916781545,-87.705259869,8
41.86390688,-87.708031716,10
41.893623014,-87.765347251,11
41.851819695,-87.675827257,21
41.908240356,-87.710593325,15
41.771578336,-87.650648841,15
41.766123691,-87.65778491,16
41.754997699,-87.727565004,12
42.015481761,-87.668120213,9
41.806048065,-87.664899435,11
41.764359677,-87.650454124,19
41.986392486,-87.656700734,0
41.993158164,-87.65831019,8
41.852518715,-87.716243476,13
41.860066967,-87.720117178,17
41.801197288,-87.677470976,20
41.876834002,-87.702320746,7
41.877161446,-87.676536946,21
41.888993854,-87.626934833,18
41.726150835,-87.572709607,13
41.86390688,-87.708031716,22
41.887111513,-87.701378616,20
41.724175323,-87.66031619,13
41.873996985,-87.750723903,18
41.888658426,-87.748890295,18
41.850025846,-87.699416753,18
41.891412551,-87.647934597,18
41.891412551,-87.647934597,18
41.751505533,-87.583994603,1
41.759498301,-87.615147453,6
41.912177938,-87.663238503,16
41.938789158,-87.749785342,13
41.795991039,-87.630542489,11
41.988341219,-87.65676102,11
41.769496324,-87.670011543,16
41.744151668,-87.62434741,1
41.877161446,-87.676536946,0
41.768491995,-87.669076134,15
41.913242295,-87.672640132,10
42.002060323,-87.671983278,12
41.771294134,-87.670062673,9
41.882829332,-87.774744676,11
41.891412551,-87.647934597,15
41.886763155,-87.677426502,12
41.671544797,-87.64049929,15
41.932155851,-87.68961126,20
41.906797102,-87.671861659,23
41.938631875,-87.762165704,3
41.878123916,-87.633208786,16
41.883209085,-87.633223046,17
41.791500125,-87.653591138,14
41.76888502,-87.615343355,15
41.929851342,-87.648916062,20
41.672614411,-87.618431039,17
41.795991039,-87.630542489,11
41.95270341,-87.688430339,2
41.811364344,-87.605834495,8
41.797022081,-87.674392638,22
41.86162732,-87.736045588,11
41.88360569,-87.707634031,12
41.942449513,-87.667019999,14
41.895492548,-87.712976061,18
41.757630995,-87.585708249,19
41.888993854,-87.626934833,19
41.899114936,-87.715519577,23
41.792464931,-87.620789905,0
41.757630995,-87.585708249,12
41.721840482,-87.617277592,15
41.757630995,-87.585708249,18
41.891412551,-87.647934597,17
41.931449769,-87.752770226,12
41.751100484,-87.615985009,23
41.782601671,-87.665505994,6
41.771578336,-87.650648841,7
41.879279766,-87.762767982,16
41.862832503,-87.716915247,8
41.880906411,-87.71187231,12
41.91004716,-87.670112438,16
41.778793876,-87.660551996,10
41.889983415,-87.65776321,19
41.823532723,-87.702914082,20
41.898767916,-87.624116333,18
41.866428839,-87.703509785,15
41.900852791,-87.772901582,23
41.79125211,-87.669369253,0
41.959009912,-87.682164298,9
41.878123916,-87.633208786,16
41.895479821,-87.714177247,19
41.716817695,-87.573995417,18
41.79329893,-87.66456619,14
41.924250576,-87.745545036,8
41.877161446,-87.676536946,16
41.900852791,-87.772901582,7
41.87671722,-87.750317319,12
41.781449702,-87.652986003,2
41.883209085,-87.633223046,10
41.89484426,-87.630462495,15
41.93500727,-87.760066403,19
41.795991039,-87.630542489,8
41.682007282,-87.645702554,15
41.689896057,-87.642301456,15
41.958184528,-87.732611614,18
